Data Variable,COUNTRY,ADM0_EN,ADM1_PCODE,ADM1_NAME,ISO3,ISO2,Latitude,Longitude,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN02,Kwale,KEN,KE,-4.1415269,39.15260065,0.448580825,0.452431304,0.456281783,0.460132263,0.448580825,0.437029388,0.42547795,0.415851752,0.404300314,0.410076033,0.417776992,0.42355271,0.431253669,0.437029388,0.444730346,0.446655586,0.448580825,0.450506065,0.452431304,0.454356544,0.456281783,23.9,24
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN03,Kilifi,KEN,KE,-3.175338277,39.68667526,0.491139802,0.495355594,0.499571386,0.503787178,0.491139802,0.478492425,0.465845048,0.455305567,0.44265819,0.448981879,0.457413463,0.463737152,0.472168736,0.478492425,0.486924009,0.489031905,0.491139802,0.493247698,0.495355594,0.49746349,0.499571386,23.9,24
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN04,Tana River,KEN,KE,-1.526363215,39.41786531,0.03627484,0.036586212,0.036897584,0.037208956,0.03627484,0.035340724,0.034406608,0.033628178,0.032694062,0.03316112,0.033783864,0.034250922,0.034873666,0.035340724,0.035963468,0.036119154,0.03627484,0.036430526,0.036586212,0.036741898,0.036897584,23.9,24
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN05,Lamu,KEN,KE,-2.04751505,40.75809285,0.087017567,0.087764499,0.088511431,0.089258363,0.087017567,0.084776772,0.082535976,0.080668646,0.07842785,0.079548248,0.081042112,0.08216251,0.083656374,0.084776772,0.086270635,0.086644101,0.087017567,0.087391033,0.087764499,0.088137965,0.088511431,23.9,24
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN06,Taita Taveta,KEN,KE,-3.434733997,38.418602,0.105981519,0.106891232,0.107800944,0.108710657,0.105981519,0.103252381,0.100523243,0.098248962,0.095519824,0.096884393,0.098703818,0.100068387,0.101887812,0.103252381,0.105071806,0.105526663,0.105981519,0.106436375,0.106891232,0.107346088,0.107800944,23.9,24
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN07,Garissa,KEN,KE,-0.488821087,40.19921911,11.16504809,11.05699924,10.94895039,10.84090153,10.6968364,10.58878754,10.48073869,10.37268984,10.26464099,10.30065727,10.30065727,10.30065727,10.30065727,10.33667355,10.33667355,10.30065727,10.26464099,10.2286247,10.2286247,10.19260842,10.15659213,28.1,28
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN08,Wajir,KEN,KE,1.808137623,40.03498564,7.187251537,7.11769749,7.048143443,6.978589395,6.885850666,6.816296619,6.746742572,6.677188525,6.607634477,6.63081916,6.63081916,6.63081916,6.63081916,6.654003842,6.654003842,6.63081916,6.607634477,6.584449795,6.584449795,6.561265113,6.53808043,28.1,28
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN09,Mandera,KEN,KE,3.436469491,40.73881017,12.64770037,12.52530327,12.40290617,12.28050907,12.11731294,11.99491584,11.87251874,11.75012164,11.62772454,11.66852357,11.66852357,11.66852357,11.66852357,11.7093226,11.7093226,11.66852357,11.62772454,11.5869255,11.5869255,11.54612647,11.50532744,28.1,28
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN10,Marsabit,KEN,KE,2.978658787,37.5695361,0.087891705,0.086885311,0.085878918,0.084872524,0.08453706,0.083866131,0.083195202,0.082859737,0.082188808,0.082188808,0.082188808,0.082188808,0.082188808,0.082188808,0.082188808,0.082188808,0.082188808,0.082188808,0.082188808,0.082188808,0.082188808,24.5,24.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN11,Isiolo,KEN,KE,1.010443074,38.54215312,0.150841428,0.149114236,0.147387044,0.145659852,0.145084122,0.14393266,0.142781199,0.142205468,0.141054007,0.141054007,0.141054007,0.141054007,0.141054007,0.141054007,0.141054007,0.141054007,0.141054007,0.141054007,0.141054007,0.141054007,0.141054007,24.5,24.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN12,Meru,KEN,KE,0.166779238,37.76403705,5.891604387,5.824143268,5.756682149,5.68922103,5.66673399,5.621759911,5.576785832,5.554298792,5.509324713,5.509324713,5.509324713,5.509324713,5.509324713,5.509324713,5.509324713,5.509324713,5.509324713,5.509324713,5.509324713,5.509324713,5.509324713,24.5,24.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN13,Tharaka-Nithi,KEN,KE,-0.207061222,37.87029729,4.189333127,4.141363664,4.0933942,4.045424737,4.029434916,3.997455274,3.965475632,3.949485811,3.917506168,3.917506168,3.917506168,3.917506168,3.917506168,3.917506168,3.917506168,3.917506168,3.917506168,3.917506168,3.917506168,3.917506168,3.917506168,24.5,24.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN14,Embu,KEN,KE,-0.603974376,37.62650132,5.840823907,5.773944244,5.707064581,5.640184918,5.617891697,5.573305255,5.528718813,5.506425592,5.46183915,5.46183915,5.46183915,5.46183915,5.46183915,5.46183915,5.46183915,5.46183915,5.46183915,5.46183915,5.46183915,5.46183915,5.46183915,24.5,24.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN15,Kitui,KEN,KE,-1.491038536,38.40692102,0.990496865,0.979155298,0.967813731,0.956472164,0.952691641,0.945130596,0.937569552,0.933789029,0.926227984,0.926227984,0.926227984,0.926227984,0.926227984,0.926227984,0.926227984,0.926227984,0.926227984,0.926227984,0.926227984,0.926227984,0.926227984,24.5,24.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN16,Machakos,KEN,KE,-1.279512309,37.41267603,5.532344271,5.468996818,5.405649364,5.342301911,5.321186093,5.278954457,5.236722822,5.215607004,5.173375368,5.173375368,5.173375368,5.173375368,5.173375368,5.173375368,5.173375368,5.173375368,5.173375368,5.173375368,5.173375368,5.173375368,5.173375368,24.5,24.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN17,Makueni,KEN,KE,-2.1576841,37.78824557,3.51666431,3.476397161,3.436130012,3.395862864,3.382440481,3.355595715,3.32875095,3.315328567,3.288483801,3.288483801,3.288483801,3.288483801,3.288483801,3.288483801,3.288483801,3.288483801,3.288483801,3.288483801,3.288483801,3.288483801,3.288483801,24.5,24.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN18,Nyandarua,KEN,KE,-0.322077813,36.48286916,2.418301969,2.379609138,2.340916306,2.311896682,2.263530643,2.215164604,2.166798564,2.118432525,2.070066485,2.070066485,2.070066485,2.070066485,2.070066485,2.070066485,2.079739693,2.060393278,2.05072007,2.041046862,2.031373654,2.021700446,2.00235403,20.6,20.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN19,Nyeri,KEN,KE,-0.342923597,36.95647813,3.328121579,3.274871634,3.221621689,3.18168423,3.115121798,3.048559367,2.981996935,2.915434504,2.848872072,2.848872072,2.848872072,2.848872072,2.848872072,2.848872072,2.862184558,2.835559586,2.822247099,2.808934613,2.795622127,2.78230964,2.755684668,20.6,20.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN20,Kirinyaga,KEN,KE,-0.52474629,37.31986811,5.189632308,5.106598191,5.023564074,4.961288487,4.857495841,4.753703194,4.649910548,4.546117902,4.442325256,4.442325256,4.442325256,4.442325256,4.442325256,4.442325256,4.463083785,4.421566727,4.400808197,4.380049668,4.359291139,4.33853261,4.297015551,20.6,20.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN21,Murang'a,KEN,KE,-0.809590538,37.03272252,5.966418112,5.870955422,5.775492732,5.703895715,5.584567353,5.46523899,5.345910628,5.226582266,5.107253904,5.107253904,5.107253904,5.107253904,5.107253904,5.107253904,5.131119576,5.083388231,5.059522559,5.035656886,5.011791214,4.987925541,4.940194197,20.6,20.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN22,Kiambu,KEN,KE,-1.068706066,36.82356426,8.097526031,7.967965615,7.838405198,7.741234886,7.579284365,7.417333845,7.255383324,7.093432804,6.931482283,6.931482283,6.931482283,6.931482283,6.931482283,6.931482283,6.963872387,6.899092179,6.866702075,6.834311971,6.801921866,6.769531762,6.704751554,20.6,20.5
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN23,Turkana,KEN,KE,3.424849191,35.43575846,0.114837844,0.11350252,0.112167196,0.11127698,0.109941657,0.109051441,0.108161225,0.107271009,0.105935685,0.106380793,0.106825901,0.107271009,0.107716117,0.108161225,0.108606333,0.109051441,0.109941657,0.110831873,0.11127698,0.112167196,0.112612304,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN24,West Pokot,KEN,KE,1.740106171,35.24384681,0.563192905,0.556644151,0.550095396,0.54572956,0.539180805,0.534814968,0.530449132,0.526083295,0.519534541,0.521717459,0.523900377,0.526083295,0.528266214,0.530449132,0.53263205,0.534814968,0.539180805,0.543546641,0.54572956,0.550095396,0.552278314,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN25,Samburu,KEN,KE,1.316854625,37.11839407,0.11441247,0.113082093,0.111751715,0.110864797,0.109534419,0.108647501,0.107760582,0.106873664,0.105543286,0.105986746,0.106430205,0.106873664,0.107317123,0.107760582,0.108204041,0.108647501,0.109534419,0.110421337,0.110864797,0.111751715,0.112195174,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN26,Trans Nzoia,KEN,KE,1.050954809,34.95741997,3.918989781,3.873420132,3.827850484,3.797470718,3.751901069,3.721521304,3.691141538,3.660761772,3.615192123,3.630382006,3.645571889,3.660761772,3.675951655,3.691141538,3.706331421,3.721521304,3.751901069,3.782280835,3.797470718,3.827850484,3.843040367,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN27,Uasin Gishu,KEN,KE,0.526085894,35.32201166,3.167501152,3.130669743,3.093838334,3.069284062,3.032452653,3.007898381,2.983344108,2.958789836,2.921958427,2.934235563,2.946512699,2.958789836,2.971066972,2.983344108,2.995621244,3.007898381,3.032452653,3.057006926,3.069284062,3.093838334,3.106115471,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN28,Elgeyo-Marakwet,KEN,KE,0.802218808,35.53656314,1.582035841,1.563640075,1.54524431,1.532980466,1.5145847,1.502320857,1.490057013,1.477793169,1.459397404,1.465529326,1.471661247,1.477793169,1.483925091,1.490057013,1.496188935,1.502320857,1.5145847,1.526848544,1.532980466,1.54524431,1.551376232,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN29,Nandi,KEN,KE,0.186688886,35.11048767,3.443502878,3.403462147,3.363421416,3.336727595,3.296686864,3.269993044,3.243299223,3.216605402,3.176564671,3.189911581,3.203258492,3.216605402,3.229952312,3.243299223,3.256646133,3.269993044,3.296686864,3.323380685,3.336727595,3.363421416,3.376768327,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN30,Baringo,KEN,KE,0.669251972,35.94646535,0.625546449,0.618272653,0.610998857,0.60614966,0.598875864,0.594026667,0.589177469,0.584328272,0.577054476,0.579479075,0.581903673,0.584328272,0.586752871,0.589177469,0.591602068,0.594026667,0.598875864,0.603725061,0.60614966,0.610998857,0.613423456,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN31,Laikipia,KEN,KE,0.323604125,36.77172785,0.590547836,0.583681001,0.576814166,0.572236276,0.56536944,0.56079155,0.55621366,0.55163577,0.544768934,0.547057879,0.549346825,0.55163577,0.553924715,0.55621366,0.558502605,0.56079155,0.56536944,0.569947331,0.572236276,0.576814166,0.579103111,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN32,Nakuru,KEN,KE,-0.463675445,36.0784791,2.860553873,2.827291619,2.794029365,2.771854529,2.738592274,2.716417438,2.694242602,2.672067766,2.638805511,2.649892929,2.660980347,2.672067766,2.683155184,2.694242602,2.70533002,2.716417438,2.738592274,2.76076711,2.771854529,2.794029365,2.805116783,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN33,Narok,KEN,KE,-1.254790342,35.57632921,0.501557179,0.495725119,0.489893059,0.486005019,0.480172959,0.476284918,0.472396878,0.468508838,0.462676778,0.464620798,0.466564818,0.468508838,0.470452858,0.472396878,0.474340898,0.476284918,0.480172959,0.484060999,0.486005019,0.489893059,0.491837079,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN34,Kajiado,KEN,KE,-2.121383592,36.9088422,0.317824458,0.314128825,0.310433191,0.307969436,0.304273803,0.301810047,0.299346292,0.296882536,0.293186903,0.294418781,0.295650659,0.296882536,0.298114414,0.299346292,0.300578169,0.301810047,0.304273803,0.306737558,0.307969436,0.310433191,0.311665069,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN35,Kericho,KEN,KE,-0.295732909,35.31407002,3.963831624,3.917740559,3.871649494,3.840922117,3.794831051,3.764103674,3.733376297,3.70264892,3.656557855,3.671921544,3.687285232,3.70264892,3.718012609,3.733376297,3.748739986,3.764103674,3.794831051,3.825558428,3.840922117,3.871649494,3.887013182,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN36,Bomet,KEN,KE,-0.726294587,35.29859759,4.035665708,3.988739362,3.941813017,3.910528787,3.863602441,3.832318211,3.801033981,3.76974975,3.722823405,3.73846552,3.754107635,3.76974975,3.785391866,3.801033981,3.816676096,3.832318211,3.863602441,3.894886672,3.910528787,3.941813017,3.957455132,25.5,25.6
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN37,Kakamega,KEN,KE,0.403683465,34.74451115,6.017429523,6.061352367,6.10527521,6.149198053,6.039390945,5.951545259,5.863699572,5.775853886,5.688008199,5.731931042,5.775853886,5.819776729,5.863699572,5.907622415,5.951545259,6.061352367,6.149198053,6.259005161,6.368812269,6.456657956,6.566465064,30.3,30.8
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN38,Vihiga,KEN,KE,0.076265791,34.72232303,12.22027381,12.30947289,12.39867197,12.48787105,12.26487335,12.0864752,11.90807704,11.72967888,11.55128072,11.6404798,11.72967888,11.81887796,11.90807704,11.99727612,12.0864752,12.30947289,12.48787105,12.71086875,12.93386645,13.1122646,13.3352623,30.3,30.8
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN39,Bungoma,KEN,KE,0.749285236,34.64046087,4.676827689,4.710965117,4.745102545,4.779239974,4.693896403,4.625621546,4.557346689,4.489071832,4.420796976,4.454934404,4.489071832,4.523209261,4.557346689,4.591484118,4.625621546,4.710965117,4.779239974,4.864583545,4.949927116,5.018201972,5.103545543,30.3,30.8
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN40,Busia,KEN,KE,0.387443669,34.19363148,4.485468974,4.518209624,4.550950273,4.583690923,4.501839299,4.436358,4.370876701,4.305395402,4.239914103,4.272654753,4.305395402,4.338136052,4.370876701,4.403617351,4.436358,4.518209624,4.583690923,4.665542546,4.74739417,4.812875469,4.894727092,30.3,30.8
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN41,Siaya,KEN,KE,-0.062129907,34.24764171,3.314787686,3.280496779,3.23477557,3.200484663,3.177624058,3.143333151,3.109042244,3.074751337,3.051890732,3.051890732,3.063321034,3.074751337,3.074751337,3.086181639,3.086181639,3.131902848,3.166193756,3.200484663,3.23477557,3.280496779,3.314787686,29.3,29.7
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN42,Kisumu,KEN,KE,-0.169458701,34.83520347,4.615586743,4.567839294,4.504176029,4.45642858,4.424596947,4.376849498,4.329102049,4.2813546,4.249522967,4.249522967,4.265438784,4.2813546,4.2813546,4.297270416,4.297270416,4.360933682,4.408681131,4.45642858,4.504176029,4.567839294,4.615586743,29.3,29.7
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN43,Homa Bay,KEN,KE,-0.542809397,34.35899688,2.76363402,2.735044703,2.696925613,2.668336296,2.649276751,2.620687433,2.592098116,2.563508798,2.544449253,2.544449253,2.553979026,2.563508798,2.563508798,2.573038571,2.573038571,2.611157661,2.639746978,2.668336296,2.696925613,2.735044703,2.76363402,29.3,29.7
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN44,Migori,KEN,KE,-0.989536844,34.36334529,3.164684463,3.131946348,3.088295528,3.055557413,3.033732003,3.000993888,2.968255772,2.935517657,2.913692247,2.913692247,2.924604952,2.935517657,2.935517657,2.946430362,2.946430362,2.990081182,3.022819298,3.055557413,3.088295528,3.131946348,3.164684463,29.3,29.7
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN45,Kisii,KEN,KE,-0.77460376,34.77472298,8.519598629,8.43146485,8.313953145,8.225819366,8.167063514,8.078929735,7.990795956,7.902662177,7.843906324,7.843906324,7.87328425,7.902662177,7.902662177,7.932040103,7.932040103,8.049551808,8.137685587,8.225819366,8.313953145,8.43146485,8.519598629,29.3,29.7
GDL-%-population-aged-10-19-data,Kenya,Kenya,KEN46,Nyamira,KEN,KE,-0.642732411,34.96465956,6.621708457,6.553208025,6.461874115,6.393373683,6.347706728,6.279206296,6.210705863,6.142205431,6.096538476,6.096538476,6.119371954,6.142205431,6.142205431,6.165038909,6.165038909,6.256372818,6.324873251,6.393373683,6.461874115,6.553208025,6.621708457,29.3,29.7
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA02,Arusha,TZA,TZ,-2.95874911,35.94058334,12.02727406,12.31228056,12.59728705,12.82529225,13.11029874,13.16730004,13.28130264,13.33830394,13.39530524,13.45230653,13.56630913,13.33830394,13.16730004,12.93929484,12.76829095,12.54028575,12.36928186,12.14127666,11.97027276,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA11,Iringa,TZA,TZ,-7.801274704,35.47521021,10.30554376,10.22107209,10.13660042,10.05212875,9.967657079,10.05212875,10.13660042,10.17883625,10.26330792,10.34777959,10.43225126,10.22107209,10.05212875,9.883185409,9.672006233,9.503062893,9.291883718,9.122940377,8.953997037,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA12,Mbeya,TZA,TZ,-8.158567881,33.75686332,12.71546038,12.50264933,12.28983828,12.07702722,11.91741893,12.13022999,12.3962438,12.66225762,12.87506867,13.14108249,13.4070963,13.4070963,13.4070963,13.46029906,13.46029906,13.46029906,13.46029906,13.51350183,13.51350183,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA15,Rukwa,TZA,TZ,-7.947910359,31.30241929,19.3401517,19.26088879,19.18162587,19.10236295,19.02310004,18.8645742,18.70604837,18.54752253,18.30973378,18.15120795,17.99268212,17.99268212,17.99268212,17.99268212,17.9134192,17.9134192,17.9134192,17.9134192,17.9134192,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA17,Shinyanga,TZA,TZ,-3.751945121,32.93608405,14.20675509,14.2659499,14.32514471,14.32514471,14.38433953,14.38433953,14.38433953,14.32514471,14.32514471,14.32514471,14.2659499,14.32514471,14.32514471,14.38433953,14.38433953,14.38433953,14.44353434,14.44353434,14.50272915,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA19,Mwanza,TZA,TZ,-2.767294011,33.00514408,16.21832036,16.29137586,16.36443136,16.43748685,16.58359785,16.80276434,17.02193083,17.24109732,17.46026381,17.7524858,17.97165229,17.97165229,17.97165229,18.04470779,18.04470779,18.04470779,18.04470779,18.04470779,18.11776329,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA21,Manyara,TZA,TZ,-4.533122773,36.5517359,9.072725938,9.287719443,9.502712949,9.674707753,9.889701259,9.93269996,10.01869736,10.06169606,10.10469476,10.14769347,10.23369087,10.06169606,9.93269996,9.760705156,9.631709052,9.459714248,9.330718144,9.15872334,9.029727237,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA22,Njombe,TZA,TZ,-9.498106866,34.67722344,14.09445624,13.97892791,13.86339958,13.74787125,13.63234292,13.74787125,13.86339958,13.92116375,14.03669208,14.15222041,14.26774874,13.97892791,13.74787125,13.51681459,13.22799377,12.99693711,12.70811628,12.47705962,12.24600296,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA23,Katavi,TZA,TZ,-6.432362889,31.31430799,5.059848297,5.039111214,5.018374131,4.997637048,4.976899965,4.935425798,4.893951632,4.852477465,4.790266216,4.74879205,4.707317883,4.707317883,4.707317883,4.707317883,4.6865808,4.6865808,4.6865808,4.6865808,4.6865808,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA24,Simiyu,TZA,TZ,-3.041081187,34.29319176,9.793244913,9.8340501,9.874855287,9.874855287,9.915660474,9.915660474,9.915660474,9.874855287,9.874855287,9.874855287,9.8340501,9.874855287,9.874855287,9.915660474,9.915660474,9.915660474,9.956465661,9.956465661,9.997270848,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA25,Geita,TZA,TZ,-3.298875841,31.89865524,5.981679637,6.008624139,6.035568642,6.062513145,6.116402151,6.19723566,6.278069168,6.358902677,6.439736185,6.547514197,6.628347705,6.628347705,6.628347705,6.655292208,6.655292208,6.655292208,6.655292208,6.655292208,6.682236711,,,,
GDL-%-population-aged-10-19-data,United Republic of Tanzania,United Republic of Tanzania,TZA26,Songwe,TZA,TZ,-8.33497043,32.7112231,11.18453962,10.99735067,10.81016172,10.62297278,10.48258107,10.66977001,10.9037562,11.13774238,11.32493133,11.55891751,11.7929037,11.7929037,11.7929037,11.83970094,11.83970094,11.83970094,11.83970094,11.88649817,11.88649817,,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG103,Kiboga,UGA,UG,0.841579042,31.95634071,,,,1.513895091,1.492268019,1.476047714,1.454420641,1.432793569,1.416573264,1.394946191,1.373319119,1.357098814,1.340878509,1.330064973,1.319251437,1.303031132,1.292217596,1.275997291,1.265183755,1.254370218,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG104,Luwero,UGA,UG,0.831748738,32.58252529,,,,3.44380002,3.394602877,3.357705019,3.308507876,3.259310733,3.222412876,3.173215733,3.124018589,3.087120732,3.050222875,3.025624303,3.001025732,2.964127874,2.939529303,2.902631445,2.878032874,2.853434302,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG106,Mpigi,UGA,UG,0.069782158,32.15825144,,,,2.921577329,2.852718604,2.783859879,2.724838115,2.65597939,2.596957626,2.528098901,2.459240176,2.400218412,2.321522726,2.252664001,2.173968316,2.09527263,2.026413905,1.947718219,1.869022534,1.800163809,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG107,Mubende,UGA,UG,0.521510621,31.53282346,,,,2.018177689,1.989346579,1.967723247,1.938892137,1.910061027,1.888437695,1.859606585,1.830775475,1.809152143,1.78752881,1.773113255,1.7586977,1.737074368,1.722658813,1.701035481,1.686619926,1.672204371,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG108,Mukono,UGA,UG,0.007023037,32.78549841,,,,4.693338235,4.626290546,4.576004779,4.50895709,4.441909401,4.391623634,4.324575945,4.257528256,4.207242489,4.156956722,4.123432878,4.089909033,4.039623266,4.006099422,3.955813655,3.922289811,3.888765966,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG109,Nakasongola,UGA,UG,1.354784951,32.42489014,,,,0.864494091,0.852144175,0.842881739,0.830531823,0.818181907,0.808919471,0.796569555,0.784219639,0.774957203,0.765694766,0.759519808,0.753344851,0.744082414,0.737907456,0.728645019,0.722470062,0.716295104,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG110,Rakai,UGA,UG,-0.797892319,31.4839338,,,,1.928263628,1.882816337,1.837369047,1.798414226,1.752966935,1.714012114,1.668564823,1.623117532,1.584162711,1.53222295,1.48677566,1.434835899,1.382896137,1.337448847,1.285509086,1.233569325,1.188122034,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG111,Ssembabule,UGA,UG,-0.023726931,31.33918316,,,,1.488533956,1.453450664,1.418367372,1.388295979,1.353212687,1.323141294,1.288058002,1.252974711,1.222903318,1.182808127,1.147724835,1.107629644,1.067534453,1.032451162,0.992355971,0.95226078,0.917177488,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG112,Kayunga,UGA,UG,0.975781377,32.89075999,,,,4.083587393,4.02525043,3.981497708,3.923160745,3.864823783,3.821071061,3.762734098,3.704397135,3.660644413,3.616891691,3.587723209,3.558554728,3.514802006,3.485633525,3.441880803,3.412712321,3.38354384,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG114,Lyantonde,UGA,UG,-0.220422671,31.18737578,,,,1.457837858,1.423478043,1.389118229,1.359666959,1.325307144,1.295855874,1.261496059,1.227136244,1.197684974,1.158416615,1.1240568,1.08478844,1.04552008,1.011160265,0.971891906,0.932623546,0.898263731,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG115,Mityana,UGA,UG,0.445080319,32.05752748,,,,3.79422949,3.740026211,3.699373752,3.645170474,3.590967196,3.550314737,3.496111458,3.44190818,3.401255721,3.360603262,3.333501623,3.306399984,3.265747525,3.238645886,3.197993427,3.170891788,3.143790149,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG116,Nakaseke,UGA,UG,1.051542275,32.16853176,,,,0.874198366,0.861709818,0.852343407,0.839854859,0.827366311,0.8179999,0.805511351,0.793022803,0.783656392,0.774289981,0.768045707,0.761801433,0.752435022,0.746190748,0.736824337,0.730580063,0.724335789,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG117,Buikwe,UGA,UG,0.308517408,33.03966065,,,,5.644095775,5.563465835,5.50299338,5.422363441,5.341733501,5.281261046,5.200631107,5.120001167,5.059528712,4.999056257,4.958741288,4.918426318,4.857953863,4.817638893,4.757166439,4.716851469,4.676536499,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG118,Bukomansimbi,UGA,UG,-0.126988183,31.62754843,,,,4.482902969,4.377245323,4.271587678,4.181023981,4.075366335,3.984802639,3.879144993,3.773487348,3.682923651,3.562172056,3.45651441,3.335762815,3.21501122,3.109353574,2.988601979,2.867850384,2.762192738,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG119,Butambala,UGA,UG,0.156433223,32.07399389,,,,4.120615903,4.02349701,3.926378117,3.843133351,3.746014458,3.662769692,3.565650799,3.468531905,3.38528714,3.274294119,3.177175225,3.066182204,2.955189183,2.85807029,2.747077269,2.636084248,2.538965355,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG121,Gomba,UGA,UG,0.198417937,31.70192402,,,,1.551518814,1.514951031,1.478383247,1.447039433,1.410471649,1.379127835,1.342560051,1.305992268,1.274648453,1.232856701,1.196288917,1.154497165,1.112705412,1.076137629,1.034345876,0.992554123,0.95598634,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG122,Kalungu,UGA,UG,-0.099366139,31.80195051,,,,3.805272356,3.715585802,3.625899248,3.549025059,3.459338505,3.382464316,3.292777763,3.203091209,3.12621702,3.023718101,2.934031547,2.831532629,2.72903371,2.639347156,2.536848237,2.434349319,2.344662765,,,
GDL-%-population-aged-10-19-data,Uganda,Uganda,UG123,Kyankwanzi,UGA,UG,1.1240217,31.6419275,,,,1.070183851,1.05489551,1.043429255,1.028140914,1.012852573,1.001386318,0.986097977,0.970809636,0.959343381,0.947877125,0.940232955,0.932588785,0.921122529,0.913478359,0.902012103,0.894367933,0.886723762,,,
